unique_registration_roll_number,student_id,certificate_serial_number,institute_type,institute_name,institute_website,accreditation_statement,credential_category,credential_title,issuance_date,convocation_date,year,marks_percent,marks_removed_flag,num_subjects,signed_hash_present,ocr_vs_meta_name_match,ocr_vs_meta_institute_match,ela_score,image_complexity_kb,label,tamper_type,image_file,meta_file,logo_file
ROLL3872059,STU224772,5A62E0EA82DF4F88,NIT,NIT Silchar,https://www.nitsilchar.edu.in,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,18-04-2021,18-04-2021,2018,89.28,0,5,0,95,87,5.5,137.98,genuine,,images/ROLL3872059.jpg,metadata/ROLL3872059.json,logos/NIT_Silchar_logo.png
ROLL7755079,STU642462,AB8CCC70D801470A,NIT,MNNIT  Allahabad,https://www.mnnit.ac.in/,Institutes of National Importance (Act of Parliament),Degree,B.Tech Electronics,24-02-2015,23-02-2017,2020,58.71,0,10,1,90,85,16.11,511.65,genuine,,images/ROLL7755079.jpg,metadata/ROLL7755079.json,logos/NIT_Allahabad_logo.png
ROLL4242892,STU319124,A0237860EEE04E85,GFTI,CET Bhubaneswar,https://www.cetbhubaneswar.edu.in,Accredited by AICTE,Degree,B.Tech Electronics,10-12-2016,10-12-2018,2019,64.28,0,12,1,83,84,12.41,228.84,genuine,,images/ROLL4242892.jpg,metadata/ROLL4242892.json,logos/CET_Bhubaneswar_logo.png
ROLL3405146,STU309324,3825CCEFD2D643A8,PRIVATE,Manipal Institute of Technology,https://www.manipalinstituteoftechnology.edu.in,Accredited by ABET,Degree,M.Tech Computer Science,06-01-2010,06-01-2010,2021,64.51,0,9,0,98,87,9.61,130.13,genuine,,images/ROLL3405146.jpg,metadata/ROLL3405146.json,logos/Manipal_Institute_of_Technology_logo.png
ROLL4106320,STU842196,E409C4DBDF694340,GFTI,BCECE,https://www.bcece.edu.in,Accredited by NAAC A Grade,Diploma,PG Diploma in AI & ML,26-12-2020,26-12-2020,2017,48.32,0,9,1,85,80,19.55,767.51,genuine,,images/ROLL4106320.jpg,metadata/ROLL4106320.json,logos/BCECE_logo.png
ROLL3821686,STU202084,76C1D5A616464C65,IIIT,IIIT Bangalore,https://www.iiitbangalore.edu.in,Recognized by Ministry of Education,Diploma,Diploma in Civil Engineering,01-05-2010,01-05-2011,2012,75.17,0,9,1,84,88,6.06,212.47,genuine,,images/ROLL3821686.jpg,metadata/ROLL3821686.json,logos/IIIT_Bangalore_logo.png
ROLL2755013,STU356640,F5518996E85C455B,NIT,NIT Durgapur,https://www.nitdurgapur.edu.in,Recognized by Ministry of Education,Degree,B.Tech Computer Science,06-06-2023,05-06-2025,2012,81.89,0,7,1,91,90,3.79,834.62,genuine,,images/ROLL2755013.jpg,metadata/ROLL2755013.json,logos/NIT_Durgapur_logo.png
ROLL3838784,STU535968,BE4886E3DB15439D,PRIVATE,IIIT Bangalore (Private),https://www.iiitbangalore(private).edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,14-01-2023,14-01-2024,2020,38.63,0,8,1,95,96,29.37642851,419.7603624,tampered,marks_changed,images/ROLL3838784.jpg,metadata/ROLL3838784.json,logos/IIIT_Bangalore_(Private)_logo.png
ROLL6781686,STU802621,36592AE095A54782,GFTI,BCECE,https://www.bcece.edu.in,Accredited by NAAC A Grade,Degree,B.Tech Electronics,16-09-2014,16-09-2014,2010,80.86,0,6,1,94,83,4.37,888.19,genuine,,images/ROLL6781686.jpg,metadata/ROLL6781686.json,logos/BCECE_logo.png
ROLL4587666,STU430555,2CF409489AFE43FF,NIT,NIT Surathkal,https://www.nitsurathkal.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",ShortCourse,Summer School: Embedded Systems,27-03-2011,26-03-2013,2022,,1,5,1,93,85,21.25969309,871.98,tampered,marks_removed,images/ROLL4587666.jpg,metadata/ROLL4587666.json,logos/NIT_Surathkal_logo.png
ROLL4951571,STU580334,88510C1F84B84EFA,NIT,NIT Patna,https://www.nitpatna.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,PG Diploma in AI & ML,13-02-2023,12-02-2025,2019,44.57,0,11,1,84,90,17.16,355.19,genuine,,images/ROLL4951571.jpg,metadata/ROLL4951571.json,logos/NIT_Patna_logo.png
ROLL5339434,STU698826,A8EAE48A20C74EA1,IIT,IIT Bhilai,https://www.iitbhilai.edu.in,Recognized by Ministry of Education,Certificate,Workshop: Data Science Bootcamp,03-03-2024,03-03-2026,2011,,1,,0,80,84,15.23,810.17,genuine,,images/ROLL5339434.jpg,metadata/ROLL5339434.json,logos/IIT_Bhilai_logo.png
ROLL5499922,STU144109,FDD80ED1CD3046F1,GFTI,BIT Mesra,https://www.bitmesra.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,05-01-2015,04-01-2017,2010,77.07,0,7,1,94,97,19.4,870.74,genuine,,images/ROLL5499922.jpg,metadata/ROLL5499922.json,logos/BIT_Mesra_logo.png
ROLL7910309,STU858523,2AF2E3ADAAC8413E,IIT,IIT Patna,https://www.iitpatna.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Professional Certificate: Cloud Architect,11-02-2021,11-02-2021,2024,,1,,0,86,93,15.39,527.31,genuine,,images/ROLL7910309.jpg,metadata/ROLL7910309.json,logos/IIT_Patna_logo.png
ROLL2897951,STU854576,D44DB6A27FE44538,IIT,IIT Bombay,https://www.iitbombay.edu.in,Institutes of National Importance (Act of Parliament),Degree,MBA,29-01-2016,29-01-2016,2021,81.55,0,7,1,90,91,16.42,382.42,genuine,,images/ROLL2897951.jpg,metadata/ROLL2897951.json,logos/IIT_Bombay_logo.png
ROLL8154846,STU798333,4B9160FDB4124EEF,IIIT,IIIT Bangalore,https://www.iiitbangalore.edu.in,Institutes of National Importance (Act of Parliament),Diploma,PG Diploma in AI & ML,14-06-2012,14-06-2012,2019,71.62,0,6,0,76,76,22.790762,760.23,tampered,metadata_mismatch,images/ROLL8154846.jpg,metadata/ROLL8154846.json,logos/IIIT_Bangalore_logo.png
ROLL3983045,STU480396,06A0393398BE4556,PRIVATE,VIT Vellore,https://www.vitvellore.edu.in,Recognized by Ministry of Education,Degree,MBA,22-04-2025,22-05-2025,2010,79,0,8,1,96,96,7.7,232.16,genuine,,images/ROLL3983045.jpg,metadata/ROLL3983045.json,logos/VIT_Vellore_logo.png
ROLL2986528,STU957754,227618D169C34EDC,IIT,IIT Bhubaneswar,https://www.iitbhubaneswar.edu.in,Institutes of National Importance (Act of Parliament),Degree,B.Tech Computer Science,20-11-2016,20-11-2016,2012,63.9,0,11,0,98,94,13.01,651.51,genuine,,images/ROLL2986528.jpg,metadata/ROLL2986528.json,logos/IIT_Bhubaneswar_logo.png
ROLL4905883,STU438279,3538CDAF53F447DD,IIT,IIT Ropar,https://www.iitropar.edu.in,Recognized by Ministry of Education,Degree,B.Tech Computer Science,22-12-2011,19-06-2012,2025,68.02,0,9,1,81,93,5.27,106.91,genuine,,images/ROLL4905883.jpg,metadata/ROLL4905883.json,logos/IIT_Ropar_logo.png
ROLL8739407,STU934016,2F1CDC55A54F4806,PRIVATE,Manipal Institute of Technology,https://www.manipalinstituteoftechnology.edu.in,Accredited by AICTE,Degree,MBA,15-04-2024,12-10-2024,2023,58.95,0,12,1,87,92,19.49,708.38,genuine,,images/ROLL8739407.jpg,metadata/ROLL8739407.json,logos/Manipal_Institute_of_Technology_logo.png
ROLL6605551,STU596704,9EEB0C51DC7742B2,PRIVATE,Amrita Vishwa Vidyapeetham,https://www.amritavishwavidyapeetham.edu.in,Accredited by ABET,Certificate,Online Course: Deep Learning Specialization,07-03-2015,07-03-2015,2010,83.44,0,6,1,92,98,18.48,210.72,genuine,,images/ROLL6605551.jpg,metadata/ROLL6605551.json,logos/Amrita_Vishwa_Vidyapeetham_logo.png
ROLL6936633,STU319766,B17F43CE07914784,IIIT,IIIT Bangalore,https://www.iiitbangalore.edu.in,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,09-05-2013,09-05-2014,2014,,1,,1,98,84,8.85,357.18,genuine,,images/ROLL6936633.jpg,metadata/ROLL6936633.json,logos/IIIT_Bangalore_logo.png
ROLL2756124,STU146419,8D7C4BF7C3EA48CE,PRIVATE,Manipal Institute of Technology,https://www.manipalinstituteoftechnology.edu.in,Recognized by Ministry of Education,Degree,MBA,01-04-2013,01-04-2015,2018,73.7,0,11,0,91,82,9.37,891.21,genuine,,images/ROLL2756124.jpg,metadata/ROLL2756124.json,logos/Manipal_Institute_of_Technology_logo.png
ROLL2607750,STU103681,997891A8CE544823,PRIVATE,Manipal Institute of Technology,https://www.manipalinstituteoftechnology.edu.in,Accredited by ABET,Certificate,Workshop: Data Science Bootcamp,31-08-2018,30-08-2020,2024,,1,,1,81,95,17.71,353.28,genuine,,images/ROLL2607750.jpg,metadata/ROLL2607750.json,logos/Manipal_Institute_of_Technology_logo.png
ROLL3106853,STU184012,6D914A1D79C04645,NIT,NIT Warangal,https://www.nitwarangal.edu.in,Recognized by Ministry of Education,Diploma,Diploma in Civil Engineering,13-06-2016,10-12-2016,2022,85.6,0,6,1,98,86,10.66,718.8,genuine,,images/ROLL3106853.jpg,metadata/ROLL3106853.json,logos/NIT_Warangal_logo.png
ROLL1766933,STU669379,EDB6141AFD1C42FF,PRIVATE,BITS Pilani,https://www.bitspilani.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,12-04-2019,12-04-2019,2018,76.8,0,5,1,86,88,9.89,576.6,tampered,serial_reused,images/ROLL1766933.jpg,metadata/ROLL1766933.json,logos/BITS_Pilani_logo.png
ROLL8041243,STU861612,4089873BF0B44B93,NIT,NIT Warangal,https://www.nitwarangal.edu.in,Recognized by Ministry of Education,Certificate,Workshop: Data Science Bootcamp,15-02-2025,17-03-2025,2015,82.1,0,2,0,86,86,15.25,585.43,genuine,,images/ROLL8041243.jpg,metadata/ROLL8041243.json,logos/NIT_Warangal_logo.png
ROLL1081438,STU997469,6F9CFBD80C334D27,GFTI,BCECE,https://www.bcece.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",ShortCourse,Summer School: Embedded Systems,01-05-2022,01-05-2023,2019,,1,,1,81,81,15.63,226.55,genuine,,images/ROLL1081438.jpg,metadata/ROLL1081438.json,logos/BCECE_logo.png
ROLL4722709,STU158507,9AC99479B9324436,IIT,IIT Ropar,https://www.iitropar.edu.in,Recognized by Ministry of Education,Diploma,PG Diploma in AI & ML,15-07-2018,14-08-2018,2010,60.85,0,6,0,81,96,12.85,672.61,genuine,,images/ROLL4722709.jpg,metadata/ROLL4722709.json,logos/IIT_Ropar_logo.png
ROLL4767408,STU624412,9197184D809F4A4C,IIT,IIT Kanpur,https://www.iitkanpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,28-08-2025,28-08-2025,2019,78.36,0,7,1,81,89,3.23,201.42,genuine,,images/ROLL4767408.jpg,metadata/ROLL4767408.json,logos/IIT_Kanpur_logo.png
ROLL8938989,STU113345,953B9F9C54014460,NIT,NIT Surathkal,https://www.nitsurathkal.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,08-07-2010,08-07-2010,2020,78.74,0,7,1,95,80,11.32,114.36,genuine,,images/ROLL8938989.jpg,metadata/ROLL8938989.json,logos/NIT_Surathkal_logo.png
ROLL4491681,STU197663,6352C89CC36A4A91,IIT,IIT Dhanbad,https://www.iitism.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Professional Certificate: Cloud Architect,24-03-2020,24-03-2020,2017,94.09,0,2,0,83,92,14.48,655.87,genuine,,images/ROLL4491681.jpg,metadata/ROLL4491681.json,logos/IIT_Dhanbad_logo.png
ROLL1988528,STU867850,44AACD7AA9AD43CA,NIT,NIT Srinagar,https://www.nitsrinagar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",ShortCourse,Summer School: Embedded Systems,23-07-2016,23-07-2016,2020,79.5,0,1,1,87,86,13.88,415.55,genuine,,images/ROLL1988528.jpg,metadata/ROLL1988528.json,logos/NIT_Srinagar_logo.png
ROLL5015115,STU321880,8EC71F55E4544038,IIT,IIT Dhanbad,https://www.iitism.ac.in/,Institutes of National Importance (Act of Parliament),Degree,MBA,24-03-2023,24-03-2023,2022,61.29,0,12,1,90,90,3.66,420.11,genuine,,images/ROLL5015115.jpg,metadata/ROLL5015115.json,logos/IIT_Dhanbad_logo.png
ROLL5920081,STU117053,EAD3D306DB874C1E,IIT,IIT Palakkad,https://www.iitpalakkad.edu.in,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,09-04-2017,06-10-2017,2012,85.46,0,2,0,98,85,8.96,565.52,genuine,,images/ROLL5920081.jpg,metadata/ROLL5920081.json,logos/IIT_Palakkad_logo.png
ROLL5435896,STU709341,CE471E7C953A46D6,IIT,IIT Mandi,https://www.iitmandi.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,08-05-2024,07-06-2024,2023,79.71,0,7,1,90,83,10.79,644.57,genuine,,images/ROLL5435896.jpg,metadata/ROLL5435896.json,logos/IIT_Mandi_logo.png
ROLL1667599,STU781253,8663A607A55C40A9,GFTI,BIT Mesra,https://www.bitmesra.edu.in,Accredited by AICTE,Diploma,Diploma in Civil Engineering,07-10-2012,07-10-2014,2022,59.01,0,6,0,91,95,7.94,105.22,genuine,,images/ROLL1667599.jpg,metadata/ROLL1667599.json,logos/BIT_Mesra_logo.png
ROLL5150617,STU839478,47ED2C479D494A4A,PRIVATE,BITS Pilani,https://www.bitspilani.edu.in,Accredited by AICTE,Degree,MBA,18-09-2023,16-03-2024,2025,55.34,0,10,1,83,82,16.13,329.89,genuine,,images/ROLL5150617.jpg,metadata/ROLL5150617.json,logos/BITS_Pilani_logo.png
ROLL5367551,STU206752,B9613E4A40C64A6F,GFTI,BIT Mesra,https://www.bitmesra.edu.in,Accredited by AICTE,Degree,M.Tech Computer Science,27-12-2010,26-12-2012,2019,65.24,0,10,1,85,81,7.2,819.07,genuine,,images/ROLL5367551.jpg,metadata/ROLL5367551.json,logos/BIT_Mesra_logo.png
ROLL8712092,STU374199,3A9BD60454C64399,IIIT,IIITDM Jabalpur,https://www.iiitdmjabalpur.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Online Course: Deep Learning Specialization,19-04-2022,19-05-2022,2014,,1,,1,90,81,11.51,526.07,genuine,,images/ROLL8712092.jpg,metadata/ROLL8712092.json,logos/IIITDM_Jabalpur_logo.png
ROLL7284079,STU539811,01723BF673D54D92,NIT,NIT Warangal,https://www.nitwarangal.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Workshop: Data Science Bootcamp,27-12-2023,26-12-2025,2024,,1,,0,91,89,15.48,712.55,genuine,,images/ROLL7284079.jpg,metadata/ROLL7284079.json,logos/NIT_Warangal_logo.png
ROLL8008533,STU708924,3C22036B10A149FF,IIT,IIT Dhanbad,https://www.iitism.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Online Course: Deep Learning Specialization,18-11-2024,18-11-2024,2010,,1,,1,81,92,2.24,384.19,genuine,,images/ROLL8008533.jpg,metadata/ROLL8008533.json,logos/IIT_Dhanbad_logo.png
ROLL8119479,STU901637,CC441D534EC94488,NIT,NIT Trichy,https://www.nittrichy.edu.in,Institutes of National Importance (Act of Parliament),Degree,B.Tech Electronics,03-11-2017,02-05-2018,2014,69.65,0,6,1,97,87,7.87,335.47,genuine,,images/ROLL8119479.jpg,metadata/ROLL8119479.json,logos/NIT_Trichy_logo.png
ROLL3204918,STU619661,10F711E18A2C479B,NIT,NIT Rourkela,https://www.nitrkl.ac.in/,Institutes of National Importance (Act of Parliament),Certificate,Online Course: Deep Learning Specialization,21-02-2025,21-02-2026,2012,,1,,1,96,88,19.51,244.85,genuine,,images/ROLL3204918.jpg,metadata/ROLL3204918.json,logos/NIT_Rourkela_logo.png
ROLL9468407,STU102569,2D49FFEDE1764B7B,GFTI,BCECE,https://www.bcece.edu.in,Accredited by AICTE,Certificate,Professional Certificate: Cloud Architect,26-11-2012,26-11-2012,2023,99.26,0,6,1,98,97,6.2,451.48,genuine,,images/ROLL9468407.jpg,metadata/ROLL9468407.json,logos/BCECE_logo.png
ROLL2783836,STU963276,9B958FE0A74D4308,NIT,NIT Rourkela,https://www.nitrkl.ac.in/,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,10-05-2025,10-05-2027,2016,,1,,0,91,98,7.13,612,genuine,,images/ROLL2783836.jpg,metadata/ROLL2783836.json,logos/NIT_Rourkela_logo.png
ROLL6306208,STU503583,B89FC0B875194019,IIT,IIT Kanpur,https://www.iitkanpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,12-07-2021,08-01-2022,2022,77.17,0,6,1,85,89,18.88,464.88,genuine,,images/ROLL6306208.jpg,metadata/ROLL6306208.json,logos/IIT_Kanpur_logo.png
ROLL8583036,STU242453,11B7EDA6E49D4E44,GFTI,CET Bhubaneswar,https://www.cetbhubaneswar.edu.in,Accredited by AICTE,Degree,M.Tech Computer Science,28-03-2022,27-03-2024,2012,48.22,0,12,1,95,92,8.49,124.26,genuine,,images/ROLL8583036.jpg,metadata/ROLL8583036.json,logos/CET_Bhubaneswar_logo.png
ROLL1511344,STU736610,EC557303D4F54AD0,IIIT,IIIT Kota,https://www.iiitkota.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Electronics,20-11-2014,20-12-2014,2017,67.73,0,12,1,80,92,9.94,596.11,genuine,,images/ROLL1511344.jpg,metadata/ROLL1511344.json,logos/IIIT_Kota_logo.png
ROLL2262335,STU338815,B5ACEBE1BE4446F0,NIT,NIT Silchar,https://www.nitsilchar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,14-07-2014,13-08-2014,2015,72.16,0,9,1,91,93,13.68,407.38,genuine,,images/ROLL2262335.jpg,metadata/ROLL2262335.json,logos/NIT_Silchar_logo.png
ROLL2355490,STU755563,4BABE4804592466A,IIT,IIT Delhi,https://home.iitd.ac.in/,Recognized by Ministry of Education,Certificate,Professional Certificate: Cloud Architect,29-11-2013,29-11-2015,2025,87.45,0,3,1,86,88,7.93,853.9,genuine,,images/ROLL2355490.jpg,metadata/ROLL2355490.json,logos/IIT_Delhi_logo.png
ROLL7924035,STU409153,815AAB2024CD4C9B,NIT,NIT Trichy,https://www.nittrichy.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Professional Certificate: Cloud Architect,19-06-2019,18-06-2020,2013,,1,,0,95,90,10.33,752.75,genuine,,images/ROLL7924035.jpg,metadata/ROLL7924035.json,logos/NIT_Trichy_logo.png
ROLL8673986,STU386562,39DB77FCDDDF442E,IIT,IIT Kharagpur,https://www.iitkharagpur.edu.in,Recognized by Ministry of Education,Certificate,Online Course: Deep Learning Specialization,11-08-2019,10-08-2021,2019,,1,,1,90,83,3.44,676.07,genuine,,images/ROLL8673986.jpg,metadata/ROLL8673986.json,logos/IIT_Kharagpur_logo.png
ROLL6946477,STU264669,3C5CFD5540BB4697,NIT,NIT Calicut,https://www.nitcalicut.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,10-03-2019,10-03-2019,2014,,1,,0,91,86,7.54,710.72,genuine,,images/ROLL6946477.jpg,metadata/ROLL6946477.json,logos/NIT_Calicut_logo.png
ROLL5971372,STU677950,4CB9774B21E6437C,IIT,IIT Bhilai,https://www.iitbhilai.edu.in,Recognized by Ministry of Education,Certificate,Workshop: Data Science Bootcamp,31-07-2021,31-07-2021,2014,,1,,0,86,89,13.1,199.94,genuine,,images/ROLL5971372.jpg,metadata/ROLL5971372.json,logos/IIT_Bhilai_logo.png
ROLL8935111,STU209301,ED0766E4F0DF4A19,PRIVATE,SRM University,https://www.srmuniversity.edu.in,Accredited by NAAC A Grade,Certificate,Workshop: Data Science Bootcamp,04-01-2019,03-01-2021,2025,,1,,1,83,98,18.64,781,genuine,,images/ROLL8935111.jpg,metadata/ROLL8935111.json,logos/SRM_University_logo.png
ROLL5191593,STU176008,2F824D4B1E674FB5,NIT,NIT Jamshedpur,https://www.nitjamshedpur.edu.in,Recognized by Ministry of Education,Degree,MBA,01-06-2020,01-07-2020,2018,80.27,0,7,1,86,82,5.3,818.88,genuine,,images/ROLL5191593.jpg,metadata/ROLL5191593.json,logos/NIT_Jamshedpur_logo.png
ROLL3871836,STU690449,97B81FC521B049F0,IIT,IIT Delhi,https://home.iitd.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,12-08-2024,12-08-2025,2012,81.46,0,6,1,85,95,10.7,511.34,genuine,,images/ROLL3871836.jpg,metadata/ROLL3871836.json,logos/IIT_Delhi_logo.png
ROLL4525525,STU571789,8EC607848E6D4308,NIT,NIT Jamshedpur,https://www.nitjamshedpur.edu.in,Recognized by Ministry of Education,Certificate,Workshop: Data Science Bootcamp,04-12-2019,03-12-2021,2022,,1,,1,96,94,17.51,199.84,genuine,,images/ROLL4525525.jpg,metadata/ROLL4525525.json,logos/NIT_Jamshedpur_logo.png
ROLL2180990,STU936522,53B53580AC584E74,IIT,IIT Kharagpur,https://www.iitkharagpur.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,12-09-2015,11-09-2016,2017,,1,,0,82,84,14.61,354.98,genuine,,images/ROLL2180990.jpg,metadata/ROLL2180990.json,logos/IIT_Kharagpur_logo.png
ROLL2211152,STU358663,653D43426E8C4D20,IIT,IIT Kharagpur,https://www.iitkharagpur.edu.in,Recognized by Ministry of Education,Diploma,PG Diploma in AI & ML,30-08-2012,29-09-2012,2019,75.32,0,9,0,80,89,5.68,609.37,genuine,,images/ROLL2211152.jpg,metadata/ROLL2211152.json,logos/IIT_Kharagpur_logo.png
ROLL6357152,STU541000,C27EED77508C4F79,NIT,NIT Patna,https://www.nitpatna.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,Diploma in Civil Engineering,13-06-2015,10-12-2015,2012,67.09,0,12,0,86,88,13.51,510.85,genuine,,images/ROLL6357152.jpg,metadata/ROLL6357152.json,logos/NIT_Patna_logo.png
ROLL3137764,STU503364,B98F35C559394D0E,GFTI,BIT Mesra,https://www.bitmesra.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,21-11-2021,21-12-2021,2019,77.82,0,6,1,93,87,5.15,587.9,genuine,,images/ROLL3137764.jpg,metadata/ROLL3137764.json,logos/BIT_Mesra_logo.png
ROLL6936899,STU762496,3E9580F437524F16,NIT,NIT Jamshedpur,https://www.nitjamshedpur.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,06-02-2012,07-03-2012,2014,,1,,1,98,80,14.84326342,709.09,tampered,marks_removed,images/ROLL6936899.jpg,metadata/ROLL6936899.json,logos/NIT_Jamshedpur_logo.png
ROLL4849147,STU453887,BDE08B0857824C37,IIIT,IIIT Bangalore,https://www.iiitbangalore.edu.in,Recognized by Ministry of Education,Certificate,Professional Certificate: Cloud Architect,27-03-2017,27-03-2018,2013,,1,,1,80,96,9.82,554.54,genuine,,images/ROLL4849147.jpg,metadata/ROLL4849147.json,logos/IIIT_Bangalore_logo.png
ROLL5029725,STU998161,927ED48FD0B543EC,IIT,IIT Guwahati,https://www.iitg.ac.in/,Recognized by Ministry of Education,Degree,MBA,10-12-2014,10-12-2014,2023,88.52,0,9,1,93,89,8.02,761.86,genuine,,images/ROLL5029725.jpg,metadata/ROLL5029725.json,logos/IIT_Guwahati_logo.png
ROLL6146286,STU395619,3D5D8987AB9C48A7,NIT,MNNIT  Allahabad,https://www.mnnit.ac.in/,Recognized by Ministry of Education,Degree,M.Tech Computer Science,22-05-2019,18-11-2019,2011,57.48,0,11,1,82,91,4.49,597.31,genuine,,images/ROLL6146286.jpg,metadata/ROLL6146286.json,logos/NIT_Allahabad_logo.png
ROLL7690836,STU950940,5A832D461158457B,IIT,IIT Roorkee,https://www.iitr.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,29-12-2012,29-12-2012,2010,77.11,0,11,1,93,86,15.7,509.5,genuine,,images/ROLL7690836.jpg,metadata/ROLL7690836.json,logos/IIT_Roorkee_logo.png
ROLL6090643,STU331405,5076CE129E1D4322,IIT,IIT Gandhinagar,https://www.iitgandhinagar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,Diploma in Civil Engineering,05-11-2011,03-05-2012,2025,66.45,0,9,1,91,92,2.08,436.69,tampered,serial_reused,images/ROLL6090643.jpg,metadata/ROLL6090643.json,logos/IIT_Gandhinagar_logo.png
ROLL4969476,STU422126,136630B15BA348EA,PRIVATE,BITS Pilani,https://www.bitspilani.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Online Course: Deep Learning Specialization,06-04-2016,06-04-2016,2023,,1,,1,84,83,11.32,334.03,tampered,serial_reused,images/ROLL4969476.jpg,metadata/ROLL4969476.json,logos/BITS_Pilani_logo.png
ROLL3113592,STU767783,64F31BE48E2B41FD,IIT,IIT Hyderabad,https://www.iith.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,21-08-2024,17-02-2025,2021,,1,,1,96,83,5.82,378.87,genuine,,images/ROLL3113592.jpg,metadata/ROLL3113592.json,logos/IIT_Hyderabad_logo.png
ROLL5392324,STU516971,647604AAE9B54BB5,IIIT,IIIT Delhi,https://www.iiitdelhi.edu.in,Institutes of National Importance (Act of Parliament),Degree,M.Tech Computer Science,28-11-2013,27-05-2014,2021,64.98,0,7,1,84,85,7.06,770.42,genuine,,images/ROLL5392324.jpg,metadata/ROLL5392324.json,logos/IIIT_Delhi_logo.png
ROLL6745665,STU810432,0D8614A0781E4F08,NIT,NIT Kurukshetra,https://www.nitkurukshetra.edu.in,Institutes of National Importance (Act of Parliament),Degree,B.Tech Electronics,23-11-2021,22-05-2022,2017,69.29,0,11,0,80,90,18.96,564.14,genuine,,images/ROLL6745665.jpg,metadata/ROLL6745665.json,logos/NIT_Kurukshetra_logo.png
ROLL6464031,STU255553,A02174E5FEB144DB,PRIVATE,SRM University,https://www.srmuniversity.edu.in,Accredited by ABET,Diploma,Diploma in Civil Engineering,17-08-2017,17-08-2017,2010,67.25,0,10,0,81,90,10.7,763.4,genuine,,images/ROLL6464031.jpg,metadata/ROLL6464031.json,logos/SRM_University_logo.png
ROLL8933721,STU886294,027CC1AFC8404246,NIT,NIT Calicut,https://www.nitcalicut.edu.in,Recognized by Ministry of Education,Diploma,PG Diploma in AI & ML,30-09-2010,29-03-2011,2019,81.54,0,11,1,88,89,12.25,420.81,genuine,,images/ROLL8933721.jpg,metadata/ROLL8933721.json,logos/NIT_Calicut_logo.png
ROLL2251164,STU461401,04A11D6E5FF04C3B,IIIT,IIIT Delhi,https://www.iiitdelhi.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Professional Certificate: Cloud Architect,31-01-2015,02-03-2015,2013,,1,,0,80,91,18.88,143.12,genuine,,images/ROLL2251164.jpg,metadata/ROLL2251164.json,logos/IIIT_Delhi_logo.png
ROLL5446237,STU333119,4FBDC35F38984B6F,PRIVATE,Kalinga Institute of Industrial Technology,https://www.kalingainstituteofindustrialtechnology.edu.in,Accredited by AICTE,Diploma,Diploma in Civil Engineering,19-12-2020,19-12-2021,2021,67.39,0,9,0,90,83,3.39,462.52,genuine,,images/ROLL5446237.jpg,metadata/ROLL5446237.json,logos/Kalinga_Institute_of_Industrial_Technology_logo.png
